375.085,202.686,760,428
132822443061917909,590.953,591.05,0.784359,-0.06828,-0.616542,-0.238868,-0.023505,0.989939,-0.139536,0.13625,0.619866,0.123938,0.774862,-0.213877,0,0,0,1
132822443062917496,590.372,590.46,0.78599,-0.0794163,-0.613121,-0.242591,-0.0184779,0.988256,-0.151695,0.138323,0.617966,0.13056,0.775291,-0.216353,0,0,0,1
132822443063250692,590.953,591.05,0.786681,-0.0825756,-0.611817,-0.243294,-0.0164971,0.98785,-0.154541,0.138719,0.617144,0.131668,0.775759,-0.217221,0,0,0,1
132822443063917083,591.886,591.995,0.788454,-0.0829331,-0.609482,-0.243916,-0.0144578,0.988097,-0.153156,0.138672,0.614928,0.129568,0.777869,-0.218811,0,0,0,1
132822443064583475,593.161,593.282,0.788984,-0.0871459,-0.608207,-0.244934,-0.0128472,0.987335,-0.158135,0.139182,0.614283,0.13258,0.777871,-0.220173,0,0,0,1
132822443064916670,593.707,593.833,0.790283,-0.0899842,-0.606103,-0.245722,-0.011865,0.986727,-0.161964,0.139616,0.612631,0.135189,0.778725,-0.220754,0,0,0,1
132822443065249867,594.253,594.384,0.791085,-0.0902875,-0.605011,-0.246548,-0.0130479,0.986333,-0.164255,0.139978,0.611571,0.137834,0.779094,-0.221168,0,0,0,1
132822443065916257,594.981,595.12,0.791002,-0.09422,-0.604519,-0.248378,-0.0117955,0.98554,-0.169041,0.140718,0.611704,0.140842,0.778452,-0.222031,0,0,0,1
132822443066249453,594.981,595.12,0.790422,-0.0964482,-0.604926,-0.249255,-0.0119143,0.984921,-0.172602,0.141215,0.61245,0.143636,0.777353,-0.222412,0,0,0,1
132822443066915845,594.981,595.12,0.792853,-0.10178,-0.600858,-0.251518,-0.0105463,0.983517,-0.180516,0.142499,0.609325,0.14946,0.77871,-0.223294,0,0,0,1
132822443067249041,594.981,595.12,0.792427,-0.105126,-0.600844,-0.252466,-0.00901357,0.982912,-0.183864,0.143221,0.609904,0.151114,0.777937,-0.22375,0,0,0,1
132822443067582235,594.981,595.12,0.790617,-0.110421,-0.602276,-0.253085,-0.00816328,0.981619,-0.190686,0.144134,0.61226,0.155677,0.775182,-0.224004,0,0,0,1
132822443067915431,594.981,595.12,0.788142,-0.113273,-0.604985,-0.253232,-0.0081892,0.980904,-0.194327,0.144608,0.615443,0.158112,0.772163,-0.224466,0,0,0,1
132822443068581822,594.981,595.12,0.785087,-0.116159,-0.608401,-0.252966,-0.00581185,0.980834,-0.194767,0.144585,0.619362,0.156445,0.769364,-0.226109,0,0,0,1
132822443069248213,594.981,595.12,0.785131,-0.116497,-0.608279,-0.251702,-0.00186143,0.981703,-0.190419,0.143598,0.619331,0.150636,0.770547,-0.227997,0,0,0,1
132822443069581409,594.981,595.12,0.783612,-0.114586,-0.610595,-0.250438,-0.00176409,0.98243,-0.18663,0.143134,0.621251,0.147323,0.769641,-0.228422,0,0,0,1
132822443070247801,594.981,595.12,0.779611,-0.113619,-0.615875,-0.247918,0.00494243,0.984492,-0.175368,0.142043,0.626247,0.133675,0.768082,-0.22865,0,0,0,1
132822443070580996,594.981,595.12,0.78071,-0.112109,-0.614759,-0.247,0.00691479,0.985266,-0.170895,0.14023,0.624859,0.129168,0.769982,-0.228696,0,0,0,1
132822443070914192,594.981,595.12,0.782061,-0.111277,-0.61319,-0.24617,0.00914047,0.985873,-0.167251,0.136848,0.623138,0.125196,0.77203,-0.228796,0,0,0,1
132822443071247388,594.981,595.12,0.781637,-0.11288,-0.613438,-0.245132,0.0130388,0.986231,-0.164866,0.131687,0.623601,0.120867,0.772346,-0.228729,0,0,0,1
132822443071580583,594.981,595.12,0.77984,-0.11661,-0.615026,-0.243496,0.0151557,0.985727,-0.167679,0.125391,0.625799,0.121442,0.770475,-0.228269,0,0,0,1
132822443072246975,594.981,595.12,0.780095,-0.114097,-0.615173,-0.239722,0.00771926,0.984913,-0.172885,0.118179,0.625617,0.130118,0.769206,-0.227251,0,0,0,1
132822443072913366,594.981,595.12,0.785873,-0.127083,-0.605193,-0.238512,0.00618605,0.980224,-0.197802,0.127872,0.61836,0.151704,0.771117,-0.225297,0,0,0,1
132822443073246562,594.981,595.12,0.785259,-0.134173,-0.604459,-0.237969,0.00965529,0.978775,-0.204718,0.13114,0.619096,0.154921,0.769886,-0.222722,0,0,0,1
132822443073579757,594.981,595.12,0.78523,-0.143805,-0.602278,-0.237551,0.0117395,0.975942,-0.21772,0.131152,0.619096,0.16389,0.768026,-0.218922,0,0,0,1
